order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,blank_1,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,blank_2,control_mean,control_sd,control_N,blank_3,cohens_d,blank_4,reverse,input_glass_delta,input_glass_delta_sd,include,blank_5,pku_age_mean,pku_age_sd,blank_6,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3
401,Mixed-age,Visual STM/WM,Visual STM/WM,,ES_large,ES_medium,Luciana et al 2001,2001,Corsi Block task,NA,NA,NA,Hard-item,NA,NA,21.6,16.8,18,NA,-,NA,30.4,16.9,16,NA,NA,NA,-1,-0.508409822,NA,1,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
402,Mixed-age,Visual STM/WM,Visual STM/WM,,ES_large,ES_medium,Luciana et al 2001,2001,Corsi Block task,NA,NA,NA,Strategy,NA,NA,32.6,4.6,18,NA,-,NA,33.3,4.33,16,NA,NA,NA,-1,-0.157844011,NA,1,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
501,Mixed-age,Visuo motor control,Visuo motor control,,ES_large,ES_medium,Van Zutphen et al 2007,2007,TMT-A,NA,NA,TMT Letter sequencing,NA,From D-KEFS,NA,7.6,4,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.781679389,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
502,Mixed-age,Visuo motor control,Visuo motor control,,ES_large,ES_medium,Van Zutphen et al 2007,2007,TMT-A,NA,NA,TMT Number sequencing,NA,From D-KEFS,NA,8.6,3.76,15,660,337,NA,10,3,20,NA,NA,NA,-1,-0.455979644,NA,1,NA,14.8,3,NA,NA,NA,NA,NA,NA,NA
455,Mixed-age,Visuo-spatial attention acc,Visuo-spatial attention acc,,ES_small,ES_small,Griffiths 1995,1995,Letter cancellation,NA,NA,n correct in one min,NA,NA,NA,7.36,3.95,10,1014,216,NA,9.76,5.06,10,NA,NA,NA,-1,-0.454267105,NA,1,NA,20.6,3.8,13.6-28.42,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Muri et al 2022,2022,Digit/symbol coding,NA,NA,Subtest of WAIS-IV,Residuals (USE?),higher=better,*Residuals are the error terms after regressing out the confounding variable AGE,-5.2,9.7,30,741,265.1851852,IQR=358; based on normal distribution SD = IQR/1.35,4,9.5,54,54,0.41,NA,-1,-0.959536456,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Correct,NA,NA,NA,76.42,10.63,14,491,149.2,NA,76.53,14.87,14,NA,NA,NA,-1,-7.18E-03,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
3,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Errors,NA,NA,NA,31.71,19.29,14,491,149.2,NA,17.15,6.64,14,NA,NA,NA,1,-2.128903965,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
4,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Perseverative responses,NA,NA,NA,20.92,14.22,14,491,149.2,NA,9.3,3.42,14,NA,NA,NA,1,-3.298699824,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
5,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Nonperseverative Errors,NA,NA,NA,14,11.74,14,491,149.2,NA,9.46,5.91,14,NA,NA,NA,1,-0.745815058,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
6,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Percentage of conceptual level responses,NA,NA,NA,64.35,16.81,14,491,149.2,NA,76.3,7.11,14,NA,NA,NA,-1,-1.631778024,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
7,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Trials 1st category,NA,NA,NA,16.71,9.72,14,491,149.2,NA,11.38,2.1,14,NA,NA,NA,1,-2.464170134,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
8,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Failure t o maintain set,NA,NA,NA,1.5,1.87,14,491,149.2,NA,0.61,1.04,14,NA,NA,NA,1,-0.830843913,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
9,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Learning to learn,NA,NA,NA,3.46,20.12,14,491,149.2,NA,2.99,13.57,14,NA,NA,NA,1,-3.36E-02,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
10,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Leuzzi et al 2004,2004,WCST,NA,NA,Trials,NA,NA,NA,108.14,20.47,14,491,149.2,NA,93.69,19.37,14,NA,NA,NA,-1,0.724270842,NA,0,NA,10.8,1.25,NA,10.9,1.25,NA,NA,NA,NA
11,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Luciana et al 2001,2001,WCST,NA,NA,Stage reached,NA,Set shifting task (analogous of WCST),NA,8.1,2,18,NA,NA,NA,8,2.5,16,NA,NA,NA,-1,3.91E-02,0.098106399,0,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
12,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Luciana et al 2001,2001,WCST,NA,NA,ID Errors,intra-dimention,Set shifting task (analogous of WCST),NA,4.4,7.9,18,NA,NA,NA,0.5,0.8,16,NA,NA,NA,1,-4.75984252,NA,0,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
13,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Luciana et al 2001,2001,WCST,NA,NA,ID trials,intra-dimention,Set shifting task (analogous of WCST),NA,10.5,7.6,18,NA,NA,NA,7.3,2.1,16,NA,NA,NA,1,-1.487814023,0.863925556,0,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
14,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Luciana et al 2001,2001,WCST,NA,NA,ED Errors,external dimention,Set shifting task (analogous of WCST),NA,5.5,7.9,18,NA,NA,NA,7.2,9.6,16,NA,NA,NA,1,0.172900262,0.101118252,0,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
15,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Luciana et al 2001,2001,WCST,NA,NA,ED trials,external dimention,Set shifting task (analogous of WCST),NA,13.3,10.6,18,NA,NA,NA,11.7,6.5,16,NA,NA,NA,1,-0.240339188,0.212170336,0,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
16,Mixed-age,EF-Flexibility,EF-Flexibility-other,,ES_medium,ES_small,Luciana et al 2001,2001,WCST,NA,NA,Reversal Errors,NA,Set shifting task (analogous of WCST),NA,5.75,2.8,18,NA,NA,NA,8.2,7.9,16,NA,NA,NA,1,0.302800758,0.072535215,0,NA,17.88,2.74,NA,16.32,2.92,NA,NA,NA,NA
120,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Anderson et al 2002/2007,2002,Tower Puzzle,NA,NA,Extra attempls,NA,NA,NA,7.84,3.96,36,NA,NA,NA,7.85,2.82,69,NA,NA,NA,1,3.52E-03,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Antshel & Waisbren 2003,2003,Digit symbol coding,NA,NA,Errors,NA,The child is given a key in which digits are paired with simple shapes. The task is to draw each shape under its corresponding digit within a certain time limit - from WISC,NA,0.2,0.1,46,490.34484,375.32568,NA,0.1,0.1,18,NA,-1,NA,1,-0.987854251,NA,0,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
288,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Antshel & Waisbren 2003,2003,Word-list learning,NA,NA,CVLT -Semantic Cluster Ratio,NA,NA,NA,39.9,7.4,46,490.34484,375.32568,NA,51.4,10.4,18,NA,NA,NA,-1,-1.092338835,NA,0,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
79,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Banerjee et al 2011,2011,Phonemic fluency,NA,NA,Clusters,NA,NA,NA,1.9,1.2,36,508.50576,284.52108,NA,2.2,1.4,41,NA,NA,NA,-1,-0.21213569,NA,0,NA,12.2,3.9,NA,13.1,3.2,NA,NA,NA,NA
80,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Banerjee et al 2011,2011,Phonemic fluency,NA,NA,Switches,NA,NA,NA,5.2,2.5,36,508.50576,284.52108,NA,7,2.6,41,NA,NA,NA,-1,-0.685361461,NA,0,NA,12.2,3.9,NA,13.1,3.2,NA,NA,NA,NA
81,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Banerjee et al 2011,2011,Phonemic fluency,NA,NA,Words in clusters,NA,NA,NA,3.9,2.5,36,508.50576,284.52108,NA,4.6,2.7,41,NA,NA,NA,-1,-0.256657996,NA,0,NA,12.2,3.9,NA,13.1,3.2,NA,NA,NA,NA
94,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Banerjee et al 2011,2011,Semantic fluency,NA,NA,Clusters,NA,NA,NA,4.1,1.85,36,508.50576,284.52108,NA,4.45,1.85,41,NA,NA,NA,-1,-0.18729097,NA,0,NA,12.2,3.9,NA,13.1,3.2,NA,NA,NA,NA
95,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Banerjee et al 2011,2011,Semantic fluency,NA,NA,Switches,NA,NA,NA,7.85,2.65,36,508.50576,284.52108,NA,8.9,2.9,41,NA,NA,NA,-1,-0.358436167,NA,0,NA,12.2,3.9,NA,13.1,3.2,NA,NA,NA,NA
96,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,ES_medium,ES_small,Banerjee et al 2011,2011,Semantic fluency,NA,NA,Words in clusters,NA,NA,NA,11.95,5.85,36,508.50576,284.52108,NA,12.5,5.8,41,NA,NA,NA,-1,-9.39E-02,NA,0,NA,12.2,3.9,NA,13.1,3.2,NA,NA,NA,NA
527,Mixed-age,IQ,IQ,,,,Brunner and Berry 1987,1987,WISC/WAIS,NoSD,NA,FSIQ,NA,NA,NA,97,-,21,1529.32,NA,NA,110.6,-,7,NA,NA,NA,-1,-,NA,0,NA,16.4,5.6,NA,13.4,3.9,NA,NA,NA,NA
105,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Channon et al 2005 on diet,2005,Perceptual judgement Task,accuracy,accuracy,Function matching -  % correct,Given a target object match it with one of two objects presented below,NA,NA,97.4,3.85,25,758.79,NA,NA,98.8,2.18,25,NA,0.447500224,NA,-1,-0.632114895,NA,0,NA,questionable as a reasoning task,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
106,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Channon et al 2005 on diet,2005,Perceptual judgement Task,speed,speed,Function matching - Speed per item,Given a target object match it with one of two objects presented below,NA,NA,1.13,0.34,25,758.79,NA,NA,1.02,0.33,25,NA,-0.328321641,NA,1,-0.328097731,NA,0,NA,questionable as a reasoning task,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
107,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Channon et al 2007 off diet,2007,Perceptual judgement Task,speed,speed,Function matching - Speed per item,A single object displayed and ppts were required to match it to one of two objects,NA,NA,0.98,0.24,25,1285.68,NA,NA,1,32,45,NA,8.84E-04,NA,1,6.18E-04,NA,0,NA,questionable as a reasoning task,NA,NA,NA,NA,2,Within 1 month,off diet,Within 1 month
108,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Channon et al 2007 off diet,2007,Perceptual judgement Task,accuracy,accuracy,Function matching;  -  % correct,A single object displayed and ppts were required to match it to one of two objects,NA,NA,97,5.95,25,1285.68,NA,NA,98,2.61,45,NA,0.217662523,NA,-1,-0.378900341,NA,0,NA,questionable as a reasoning task,NA,NA,NA,NA,2,Within 1 month,off diet,Within 1 month
252,Children,EF-Inhibitory control-baseline; Language accuracy,EF-Inhibitory control-baseline; Language accuracy,ES_small,ES_small,ES_small,Christ et al 2006,2006,Stroop-baseline-accuracy,accuracy,accuracy,Errors,NA,NA,NA,1.1,2,26,423.8,339,NA,1,1.6,25,NA,NA,NA,1,-6.15E-02,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Christ et al 2006,2006,Stroop-baseline-speed,speed,speed,Speed,NA,NA,NA,811,173,26,423.8,339,NA,817,207,25,NA,NA,NA,1,2.85E-02,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Duarte et al 2023,2023,Auditory attention (selective attention),NA,NA,raw scores,NA,The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains,Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200,29.3,1.79,27,NA,NA,NA,30,0.6,28,NA,NA,NA,-1,-1.13,NA,0,NA,11.1,2.98,NA,9.82,2.13,NA,NA,NA,NA
146,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Conner's Continuous Performance Test,NA,NA,CPT - Omissions,NA,click when see/hear '2' do not click when you see/hear '1',NA,56,11,26,489,181,NA,53,8,21,NA,NA,NA,-1,0.368715084,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
147,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Conner's Continuous Performance Test,NA,NA,CPT - Commissions,NA,click when see/hear '2' do not click when you see/hear '1',NA,51,10,26,489,181,NA,43,9,21,NA,NA,NA,1,-0.87399131,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
148,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Conner's Continuous Performance Test,NA,NA,CPT - Variability,NA,click when see/hear '2' do not click when you see/hear '1',NA,56,11,26,489,181,NA,50,11,21,NA,NA,NA,1,-0.536312849,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
149,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Conner's Continuous Performance Test,NA,NA,Hit - SE,RT,click when see/hear '2' do not click when you see/hear '1',NA,60,11,26,489,181,NA,54,12,21,NA,NA,NA,1,-0.491620112,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
150,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Conner's Continuous Performance Test,NA,NA,Hit - Block Change,RT,click when see/hear '2' do not click when you see/hear '1',NA,53,10,26,489,181,NA,54,12,21,NA,NA,NA,1,8.19E-02,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
151,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Conner's Continuous Performance Test,NA,NA,Hit - Block Change,SE,click when see/hear '2' do not click when you see/hear '1',NA,53,11,26,489,181,NA,49,9,21,NA,NA,NA,1,-0.436995655,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
253,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Gassio et al 2005,2005,Stroop-baseline-speed,speed,NA,T score -colour reading,NA,NA,NA,45,8,26,489,181,NA,50,6,21,NA,NA,NA,-1,-0.819366853,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
254,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Gassio et al 2005,2005,Stroop-baseline-speed,speed,NA,T score-color naming,NA,NA,NA,40,9,26,489,181,NA,45,6,21,NA,NA,NA,-1,-0.819366853,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
298,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Gassio et al 2005,2005,Word-list learning,NA,NA,Children Auditory Verbal learning test -1st trial,NA,NA,NA,49,10,26,489,181,NA,53,9,21,NA,NA,NA,-1,-0.436995655,NA,0,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
129,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Luciana et al 2001,2001,Tower Puzzle,NA,NA,NA,Minimum move solutions,NA,NA,7.8,1.8,18,NA,NA,NA,8.7,1.6,16,NA,NA,NA,-1,-0.549212598,0.142866983,0,NA,17.88,NA,NA,16.32,NA,NA,NA,NA,NA
130,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Luciana et al 2001,2001,Tower Puzzle,NA,NA,3-move problems,N of move to complete,NA,NA,3.2,0.4,18,NA,NA,NA,3,0.1,16,NA,NA,NA,1,-1.952755906,1.07849741,0,NA,17.88,NA,NA,16.32,NA,NA,NA,NA,NA
131,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Luciana et al 2001,2001,Tower Puzzle,NA,NA,4-move problems,N of move to complete,NA,NA,5.7,1.2,18,NA,NA,NA,5.4,0.9,16,NA,NA,NA,1,-0.325459318,0.164796224,0,NA,17.88,NA,NA,16.32,NA,NA,NA,NA,NA
132,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Luciana et al 2001,2001,Tower Puzzle,NA,NA,5-move problems,N of move to complete,NA,NA,7.3,1.9,18,NA,NA,NA,6.8,1.36,16,NA,NA,NA,1,-0.358962483,0.175226989,0,NA,17.88,NA,NA,16.32,NA,NA,NA,NA,NA
134,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Luciana et al 2001,2001,Tower Puzzle,NA,NA,3-move problems,Planning time,NA,NA,5911.9,4383,18,NA,NA,NA,6455.2,5079.9,16,NA,NA,NA,1,0.104424524,0.104221538,0,NA,17.88,NA,NA,16.32,NA,NA,NA,NA,NA
135,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Luciana et al 2001,2001,Tower Puzzle,NA,NA,4-move problems,Planning time,NA,NA,9535.7,6772.7,18,NA,NA,NA,8784.1,6901.1,16,NA,NA,NA,1,-0.106337492,0.116384406,0,NA,17.88,NA,NA,16.32,NA,NA,NA,NA,NA
136,Mixed-age,EF-Reasoning and planning,EF-Reasoning and planning,,ES_large,ES_large,Luciana et al 2001,2001,Tower Puzzle,NA,NA,5-move problems,Planning time,NA,NA,8895,5755.9,18,NA,NA,NA,12552.7,13248.5,16,NA,NA,NA,1,0.269562414,0.075408388,0,NA,17.88,NA,NA,16.32,NA,NA,NA,NA,NA
349,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Luna at al 2023,2023,Comprehension,NA,NA,Subtest from WAIS-IV Spanish version,NA,NA,NA,22.5,5.54,20,585.75,419.73,NA,24.95,4.38,20,NA,NA,NA,-1,-0.548247603,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Luna at al 2023,2023,Digit span–backwards,NA,NA,Score,""" Note: raw scores are shown """,NA,"Don't think this is raw score(span),looks high, but can't find out how this score was calculated",7.85,2.35,20,585.75,419.73,NA,9.15,1.95,20,NA,0.28,NA,-1,-0.65,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Luna at al 2023,2023,Digit span-forward,NA,NA,NA,NA,Subtests from WAIS-IV Spanish version,NA,7.6,2.37,20,585.75,419.73,NA,10.3,2.64,20,NA,0.47,NA,-1,-1,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Luna at al 2023,2023,Digit/symbol coding,NA,NA,Processing speed,Spanish version,NA,NA,50.3,12.58,20,585.75,419.73,NA,59.8,4.61,20,NA,0.4,NA,-1,-2.019795722,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Luna at al 2023,2023,Incomplete figures subtest,NA,NA,Score,NA,WAIS-IV Spanish version,NA,10.6,4.9,20,585.75,419.73,NA,12.85,3.99,20,NA,NA,NA,-1,-0.55,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Luna at al 2023,2023,Information,NA,NA,Subtest from WAIS-IV Spanish version,NA,NA,NA,10.85,5.82,20,585.75,419.73,NA,12.25,4.54,20,NA,NA,NA,-1,-0.302243487,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Luna at al 2023,2023,Matrix reasoning subtest,NA,NA,Score,NA,WAIS-IV Spanish version,NA,17.4,5.82,20,585.75,419.73,NA,18.35,4.5,20,NA,NA,NA,-1,-0.21,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Luna at al 2023,2023,Phonemic fluency,NA,NA,Letter fluency - N correct,"F,A,S",from Controlled Oral Word Association Test (COWAT),NA,38.65,12.81,20,585.75,419.73,NA,45.1,7.99,20,NA,0.28,NA,-1,-0.6,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Luna at al 2023,2023,Puzzles subtest,NA,NA,Score,NA,WAIS-IV Spanish version,NA,15.45,6.65,20,585.75,419.73,NA,17.75,4.65,20,NA,NA,NA,-1,-0.48,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Luna at al 2023,2023,Rey-Osterrieth CFT-copy,accuracy,accuracy,Copy accuracy,NA,Spanish version,NA,29.5,4.74,20,585.75,419.73,NA,34.2,1.88,20,NA,NA,NA,-1,-2.45,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Luna at al 2023,2023,Rey-Osterrieth CFT-copy,speed,speed,Copy time,NA,Spanish version,NA,3.35,1.77,20,585.75,419.73,NA,2.77,1.64,20,NA,NA,NA,1,-0.35,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Luna at al 2023,2023,Semantic fluency,NA,NA,Semantic fluency - N correct,ANIMALS,from Controlled Oral Word Association Test (COWAT),NA,23.1,6.14,20,585.75,419.73,NA,26.25,3.74,20,NA,0.29,NA,-1,-0.83,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,Adults,Higher Language Skills,Higher Language Skills,,,,Luna at al 2023,2023,Similarities,NA,NA,Subtest from WAIS-IV Spanish version,NA,NA,NA,20.75,5.23,20,585.75,419.73,NA,23.95,5.72,20,NA,NA,NA,-1,-0.55,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Luna at al 2023,2023,Stroop CW-INTERFERENCE,NA,NA,Interference,"""Note: raw scores are shown"" ?",t-score?,lower score = greater difficulty?,5.01,10.8,20,585.75,419.73,NA,11.28,8.8,20,NA,0.3,NA,-1,-0.7,NA,0,Not all early treated,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
182,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Luna at al 2023,2023,Stroop CW-INTERFERENCE,NA,NA,Accuracy,"""Note: raw scores are shown"" ?",t-score?,"40 or less considered low, above 40 normal?",43.1,11.11,20,585.75,419.73,NA,52,11.89,20,NA,0.36,NA,-1,-0.73,NA,0,Not all early treated,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
393,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Luna at al 2023,2023,Visual memory (ROCF),NA,NA,Recall - raw score,3 min delay,Subtests from WAIS-IV Spanish version,NA,21.2,7.13,20,585.75,419.73,NA,25.85,4.61,20,NA,0.36,NA,-1,-0.988636853,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,Adults,Higher Language Skills,Higher Language Skills,,,,Luna at al 2023,2023,Vocabulary,NA,NA,Subtest from WAIS-IV Spanish version,NA,NA,NA,33.65,10.63,20,585.75,419.73,NA,37.8,7.55,20,NA,NA,NA,-1,-0.54,NA,0,Not all early treated,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Muri et al 2022,2022,Alertness (TAP subtests),NA,NA,Test of Attentional Performance (TAP),Residuals (USE?),(lower = better),*Residuals are the error terms after regressing out the confounding variable AGE,3.2,37.4,30,741,265.1851852,IQR=358,-0.8,32.7,54,NA,-0.11,NA,1,-0.12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Muri et al 2022,2022,Colour-word interference test condition 3 (inhibition?),NA,NA,Residuals (USE?),NA,(lower = better),Delis‚Äì Kaplan Executive Function System (D-KEFS),0.1,13.7,30,741,265.1851852,IQR=358,-0.7,11.5,54,54,-0.15,NA,1,-7.00E-02,NA,0,NA,10.75,7.1,NA,13.1,3.2,NA,NA,NA,NA
