order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,control_mean,control_sd,control_N,cohens_d,reverse,input_glass_delta,input_glass_delta_sd,include,pku_age_mean,pku_age_sd,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3,CohensD,HedgesG,SMD,GlassDelta,InputDataSMD,ScaledSESqr,Vdf,SmallSampCor,g,Vg,FunctionMean,FunctionSD,Outlier,OutlierLowCut,OutlierHighCut
386,Children,Visual learning LTM,Visual learning LTM,ES_large,ES_medium,ES_large,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-recall,NA,NA,Delayed recallOrganizational score,NA,NA,43.8,7.5,46,490.34484,375.32568,49.7,5.9,18,NA,-1,-0.987854251,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,-0.831305155,-0.821208331,-1,-1,-0.987854251,0.090684142,17,0.955223881,-0.955223881,0.117520985,-0.902362853,0.83575546,0,-2.991751502,1.187025796
387,Children,Visual learning LTM,Visual learning LTM,ES_large,ES_medium,ES_large,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-recall,NA,NA,Immediate recall Organizational score,NA,NA,42.7,8.7,46,490.34484,375.32568,50.3,8.2,18,NA,-1,-0.915572233,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,-0.887248478,-0.876472181,-0.926829268,-0.926829268,-0.915572233,0.080026626,17,0.955223881,-0.88532945,0.103079809,-0.902362853,0.83575546,0,-2.991751502,1.187025796
388,Children,Visual learning LTM,Visual learning LTM,ES_large,ES_medium,ES_large,Leuzzi et al 2004,2010,Rey-Osterrieth CFT-recall,NA,NA,From memory,NA,NA,19.5,6.93,14,491,149.2,24.88,6.85,14,NA,-1,-0.762525689,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,-0.780828641,-0.75808606,-0.78540146,-0.78540146,-0.762525689,0.14453529,13,0.941176471,-0.739201374,0.165551393,-0.902362853,0.83575546,0,-2.991751502,1.187025796
398,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Bisiacchi et al 2018,2018,Corsi Block task,NA,NA,NA,NA,NA,4.9,0.9,11,743.18,83.66,4.3,1,28,NA,-1,0.587755102,NA,1,13,2.483333333,11.83333333,2.458333333,NA,NA,NA,NA,0.616025308,0.603453362,0.6,0.6,0.587755102,0.109350649,27,0.971962617,0.58317757,0.115648725,-0.482574897,0.772464677,0,-2.413736589,1.448586794
410,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Stemerdink et al 1999,1999,Recency judgment test,NA,NA,% correct,"Which of two pictures occurred more recently in the sequence.  Participants had to look at a series of drawings presented one
at a time in the center of the screen. From time to time a test item appeared bear-
ing two drawings with a question mark between them; the participant had to in-
dicate which of these drawings he or she saw more recently.",NA,68.1,14.9,36,455,250,88.9,9.2,36,NA,-1,-2.23655914,NA,1,13.3,3,13.2,3,NA,NA,NA,NA,-1.679797182,-1.661734846,-2.260869565,-2.260869565,-2.23655914,0.100638653,35,0.978417266,-2.212073819,0.170542518,-0.482574897,0.772464677,0,-2.413736589,1.448586794
411,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Stemerdink et al 2000,2000,Recognition test,NA,NA,% correct,has this picture been presented before,NA,88.7,9.2,36,455,250,91.5,9.6,36,NA,-1,-0.288530466,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.297804941,-0.294602737,-0.291666667,-0.291666667,-0.288530466,0.053288966,35,0.978417266,-0.285371703,0.054452352,-0.482574897,0.772464677,0,-2.413736589,1.448586794
408,Children,Visual STM/WM,Visual STM/WM,ES_medium,ES_large,ES_medium,Smith et al 2000,2000,Self ordered pointing,NA,NA,Errors,"point to a different picture in a grid across presentations of the grid (which could have 6,8,10. or 12 pictures)",NA,14.16,6.62,19,777.2,199.9,12.53,4.94,19,NA,1,-0.323037287,NA,1,9.4,2.9,9.3,2.9,NA,NA,NA,NA,-0.279075224,-0.273220499,-0.329959514,-0.329959514,-0.323037287,0.147148264,18,0.957746479,-0.316017563,0.14992235,-0.482574897,0.772464677,0,-2.413736589,1.448586794
469,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,Follow line,NA,NA,F (number of mistakes),NA,NA,0.1,1.1,20,583,377,0.1,0.9,20,NA,1,0,NA,1,10.11,1.3,11,1.1,NA,NA,NA,NA,0,0,0,0,0,0.124691358,19,0.96,0,0.124691358,-0.611036845,0.624640649,0,-2.172638468,0.950564777
470,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,Aiming,NA,NA,F (number of mistakes),NA,NA,-0.1,0.8,20,583,377,0.1,1.2,20,NA,1,0.163355408,NA,1,10.11,1.3,11,1.1,NA,NA,NA,NA,0.196116135,0.192219788,0.166666667,0.166666667,0.163355408,0.072222222,19,0.96,0.16,0.072895906,-0.611036845,0.624640649,0,-2.172638468,0.950564777
488,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Jahja et al 2014,2014,Motor control accuracy,NA,NA,deviation from target in mm- high  Phe group,NA,NA,6.7,4.4,21,590,248,4.5,1.3,73,NA,1,-1.678474114,NA,1,10.6,2.5,10.9,2.2,NA,NA,NA,NA,-0.935424851,-0.927778326,-1.692307692,-1.692307692,-1.678474114,0.559204406,72,0.989547038,-1.674618065,0.578679029,-0.611036845,0.624640649,0,-2.172638468,0.950564777
489,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Jahja et al 2014,2014,Motor control stability,NA,NA,sd of movement trajectory- high  Phe group,NA,NA,5.3,4.3,21,590,248,3.1,0.9,73,NA,1,-2.42446261,NA,1,10.6,2.5,10.9,2.2,NA,NA,NA,NA,-1.019844214,-1.011507612,-2.444444444,-2.444444444,-2.42446261,1.100706273,72,0.989547038,-2.41889276,1.14133851,-0.611036845,0.624640649,1,-2.172638468,0.950564777
495,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Purdue assembly,NA,NA,NA,NA,Purdue Pegboard Test,42,9,26,489,181,49,8,21,NA,-1,-0.860335196,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-0.816805334,-0.803115859,-0.875,-0.875,-0.860335196,0.096296932,20,0.962025316,-0.841772152,0.114011441,-0.611036845,0.624640649,0,-2.172638468,0.950564777
472,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,Rotor task,NA,NA,F (number of mistakes),z score (number of mistakes),NA,-0.1,1,20,583,377,0.1,1,20,NA,-1,-0.19602649,NA,1,13.9,1.3,14,1.1,NA,NA,NA,NA,-0.2,-0.19602649,-0.2,-0.2,-0.19602649,0.1,19,0.96,-0.192,0.100970105,-0.611036845,0.624640649,0,-2.172638468,0.950564777
471,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Weglage et al 1995,1995,Steadiness,NA,NA,F (number of mistakes),NA,NA,0.1,1.1,20,583,377,0.1,0.9,20,NA,1,0,NA,1,10.11,1.3,11,1.1,NA,NA,NA,NA,0,0,0,0,0,0.124691358,19,0.96,0,0.124691358,-0.611036845,0.624640649,0,-2.172638468,0.950564777
496,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Tapping Dominant hand,NA,NA,NA,NA,Purdue Pegboard Test,48,11,26,489,181,51,10,21,NA,-1,-0.294972067,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-0.283896134,-0.279138098,-0.3,-0.3,-0.294972067,0.094157509,20,0.962025316,-0.288607595,0.096239868,-0.611036845,0.624640649,0,-2.172638468,0.950564777
497,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,Tapping Nondominant hand,NA,NA,NA,NA,Purdue Pegboard Test,50,11,26,489,181,52,10,21,NA,-1,-0.196648045,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-0.189264089,-0.186092066,-0.2,-0.2,-0.196648045,0.094157509,20,0.962025316,-0.192405063,0.095083002,-0.611036845,0.624640649,0,-2.172638468,0.950564777
454,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Griffiths 1995,1995,Letter cancellation,NA,NA,n correct in one min,"Letter Cancellation. Visual letter-search (Neisser t967). Twenty target stimuli, 1180 distractors. Four-minute time-limit.",NA,3.33,3.52,10,348,167,3.51,1.46,10,NA,-1,-0.118078333,NA,1,7.53,-,7.59,-,NA,median age 15 days (range 12-20),NA,NA,-0.066799665,-0.063977144,-0.123287671,-0.123287671,-0.118078333,0.681272284,9,0.914285714,-0.112720157,0.681978163,-0.254133685,0.32653035,0,-1.07045956,0.56219219
442,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Antshel & Waisbren 2003,2003,Symbol Search,NA,NA,scaled score,based on N correct - errors,"from WISC, participants are given two minutes to answer as many items as possible. Each item is presented as a row of two symbols on the left and five symbols on the right. The participant indicates whether the set of five symbols includes either of the two symbols on the left",9.9,2.8,46,490.34484,375.32568,10.2,1.8,18,NA,-1,-0.164642375,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,-0.116963645,-0.115543034,-0.166666667,-0.166666667,-0.164642375,0.108158884,17,0.955223881,-0.15920398,0.108904351,-0.254133685,0.32653035,0,-1.07045956,0.56219219
453,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,ES_small,ES_small,Antshel & Waisbren 2003,2003,Symbol Search,NA,NA,Errors,NA,"from WISC, participants are given two minutes to answer as many items as possible. Each item is presented as a row of two symbols on the left and five symbols on the right. The participant indicates whether the set of five symbols includes either of the two symbols on the left",0.1,0.1,46,490.34484,375.32568,0,0.1,18,NA,1,-0.987854251,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,-1,-0.987854251,-1,-1,-0.987854251,0.077294686,17,0.955223881,-0.955223881,0.104131529,-0.254133685,0.32653035,0,-1.07045956,0.56219219
414,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Smith et al 2000,2000,Line bisection,NA,NA,NA,distance from midpoint,NA,2.21,0.53,19,777.2,199.9,1.92,0.54,19,NA,1,-0.525770526,NA,1,9.4,2.9,9.3,2.9,NA,NA,NA,NA,-0.542032404,-0.530661095,-0.537037037,-0.537037037,-0.525770526,0.103331889,18,0.957746479,-0.514345331,0.110680532,-0.603634741,0.719321033,0,-2.401937323,1.194667841
429,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Gassio et al 2005,2005,Rey-Osterrieth CFT-copy,NA,NA,Copy,NA,NA,51,8,26,489,181,60,10,21,NA,-1,-0.884916201,NA,1,12.3,3.7,11.8,3.6,NA,NA,NA,NA,-1.00623059,-0.98936639,-0.9,-0.9,-0.884916201,0.072234432,20,0.962025316,-0.865822785,0.09097566,-0.603634741,0.719321033,0,-2.401937323,1.194667841
427,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-copy,NA,NA,Copy -organizational score,NA,NA,38.5,9.3,46,490.34484,375.32568,52.5,10.4,18,NA,-1,-1.329803799,NA,1,10.75,2.1,13.1,3.2,NA,NA,NA,NA,-1.45618781,-1.438501318,-1.346153846,-1.346153846,-1.329803799,0.072939222,17,0.955223881,-1.285878301,0.121571075,-0.603634741,0.719321033,0,-2.401937323,1.194667841
428,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Leuzzi et al 2004,2009,Rey-Osterrieth CFT-copy,NA,NA,Copy,NA,NA,28.53,5.17,14,491,149.2,34.23,1.96,14,NA,-1,-2.823459481,NA,1,10.8,1.25,10.9,1.25,NA,NA,NA,NA,-1.457936412,-1.415472244,-2.908163265,-2.908163265,-2.823459481,0.568410856,13,0.941176471,-2.737094838,0.856552708,-0.603634741,0.719321033,1,-2.401937323,1.194667841
430,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,ES_small,ES_large,Bisiacchi et al 2018,2018,Street’s Completion Test,NA,NA,z score,"Gestalt test; in this test objects made of black blotches representing parts of objects have to be recognized, therefore participants
have to group the parts into a recognizable object and name it;",NA,-0.59,0.94,11,743.18,83.66,0,0.66,28,NA,-1,-0.875695733,NA,1,13,2.483333333,11.83333333,2.458333333,NA,NA,NA,NA,-0.790767443,-0.774629332,-0.893939394,-0.893939394,-0.875695733,0.22012033,27,0.971962617,-0.868875673,0.234100791,-0.603634741,0.719321033,0,-2.401937323,1.194667841
32,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Moyle et al 2007,2007,TMT-difference,speed,NA,Trail making - Difference B-A time (sec.),SD must be estimated-Subtraction is not reported in the paper,NA,40,35,12,-,NA,31,11.9,12,-0.344298563,1,-0.730223124,NA,1,NA,NA,NA,NA,1,From birth,"cont treat, but off diet",Soon after birth,-0.344298563,-0.332426199,-0.756302521,-0.756302521,-0.730223124,0.804209919,11,0.930232558,-0.703537229,0.826708312,-0.704966472,0.850819706,0,-2.832015736,1.422082792
521,Adults,IQ,IQ,NA,NA,NA,Moyle et al 2007,2007,WAIS III-Processing Speed Index,speed,NA,WAIS III - Processing Speed Index,NA,NA,92,12.5,12,-,NA,106,12.5,12,1.12,-1,-1.08137931,NA,1,NA,NA,NA,NA,1,Since birth,off diet,Soon after birth,-1.12,-1.08137931,-1.12,-1.12,-1.08137931,0.166666667,11,0.930232558,-1.041860465,0.216006359,-0.588356605,0.423007411,0,-1.645875132,0.469161923
72,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Moyle et al 2007,2007,Phonemic fluency,NA,NA,Phonemic fluency - N correct,NA,NA,39,13.9,12,-,NA,41,11.1,12,0.159005823,-1,-0.173967071,NA,1,NA,NA,NA,NA,1,From birth,"cont treat, but off diet",Soon after birth,-0.159005823,-0.153522864,-0.18018018,-0.18018018,-0.173967071,0.214011309,11,0.930232558,-0.16760947,0.21528826,-0.487934846,0.563967184,0,-1.897852806,0.921983114
88,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Moyle et al 2007,2007,Semantic fluency,NA,NA,N correct,NA,NA,21,11.1,12,-,NA,23,3.8,12,0.241077615,-1,-0.508166969,NA,1,NA,NA,NA,NA,1,From birth,"cont treat, but off diet",Soon after birth,-0.241077615,-0.232764593,-0.526315789,-0.526315789,-0.508166969,0.79437904,11,0.930232558,-0.489596083,0.805274691,-0.487934846,0.563967184,0,-1.897852806,0.921983114
35,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Nardecchia et al 2015,2015,WCST,NA,NA,N perseverative responses,NA,NA,108.5,17.82,14,-,NA,105.93,9.73,14,-0.179011446,1,-0.2564384,NA,1,NA,NA,NA,NA,--,Witihn 2 months,cont treat,Witihn 2 months,-0.179011446,-0.17379752,-0.264131552,-0.264131552,-0.2564384,0.311014707,13,0.941176471,-0.248594402,0.313391599,-0.704966472,0.850819706,0,-2.832015736,1.422082792
36,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Nardecchia et al 2015,2015,WCST,NA,NA,N categories - correct,NA,NA,5.57,1.16,14,-,NA,6,0.1,14,0.522297171,-1,-4.174757282,NA,1,NA,NA,NA,NA,--,Witihn 2 months,cont treat,Witihn 2 months,-0.522297171,-0.507084632,-4.3,-4.3,-4.174757282,9.682857143,13,0.941176471,-4.047058824,10.31280657,-0.704966472,0.850819706,1,-2.832015736,1.422082792
103,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Nardecchia et al 2015,2015,Elithorn's-N solved trials,NA,NA,Elithorns Maze Test  - N of solved puzzles,NA,NA,86.86,23.1,14,-,NA,108.29,4.36,14,1.289211072,-1,-4.771978267,NA,1,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months,-1.289211072,-1.251661235,-4.915137615,-4.915137615,-4.771978267,2.07646813,13,0.941176471,-4.626011873,2.899544509,-0.910729111,1.01160159,1,-3.439733086,1.618274863
110,Adults,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Nardecchia et al 2015,2015,Tower Puzzle,NA,NA,Performance score,NA,NA,98.14,13.04,14,-,NA,100.86,8.8,14,0.244518906,-1,-0.300088261,NA,1,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months,-0.244518906,-0.237396996,-0.309090909,-0.309090909,-0.300088261,0.228270366,13,0.941176471,-0.290909091,0.231525293,-0.910729111,1.01160159,0,-3.439733086,1.618274863
520,Adults,IQ,IQ,NA,NA,NA,Moyle et al 2007,2007,WAIS III-Perceptual Organisation Index,NA,NA,WAIS III - Perceptual Organisation Index,NA,NA,101,19.7,12,-,NA,115,14.2,12,0.815298086,-1,-0.951918407,NA,1,NA,NA,NA,NA,1,Since birth,off diet,Soon after birth,-0.815298086,-0.787184359,-0.985915493,-0.985915493,-0.951918407,0.24372231,11,0.930232558,-0.917130691,0.281955433,-0.588356605,0.423007411,0,-1.645875132,0.469161923
522,Adults,IQ,IQ,NA,NA,NA,Moyle et al 2007,2007,WAIS III-Working Memory Index,NA,NA,WAIS III - Working Memory Index,NA,NA,103,19.7,12,-,NA,101,12.5,12,-0.121229934,-1,0.154482759,NA,1,NA,NA,NA,NA,1,Since birth,off diet,Soon after birth,0.121229934,0.117049592,0.16,0.16,0.154482759,0.290314667,11,0.930232558,0.148837209,0.291321599,-0.588356605,0.423007411,0,-1.645875132,0.469161923
519,Adults,IQ,IQ,NA,NA,NA,Nardecchia et al 2015,2015,WAIS-Full scale,NA,NA,WAIS-R - Full scale,NA,NA,97.64,10.75,14,-,NA,114.07,8.91,14,1.664141585,-1,-1.790286904,NA,1,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months,-1.664141585,-1.615671441,-1.843995511,-1.843995511,-1.790286904,0.175404662,13,0.941176471,-1.735525187,0.29125265,-0.588356605,0.423007411,1,-1.645875132,0.469161923
523,Adults,IQ,IQ,NA,NA,NA,St James et al 1993,1993,WASI,NA,NA,WASI - Performance Index,NA,NA,85.7,16,70,-,NA,95.2,14,68,NA,-1,-0.674822415,NA,1,21,3.5,21.2,3.7,NA,not reported,NA,NA,-0.631314703,-0.627826777,-0.678571429,-0.678571429,-0.674822415,0.033364774,67,0.988764045,-0.67094703,0.036724251,-0.588356605,0.423007411,0,-1.645875132,0.469161923
271,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Moyle et al 2007,2007,WMS-III-Auditory delayed recall,NA,NA,Auditory delayed (WMS III) - Score,NA,NA,108,14.2,12,-,NA,109,2.7,12,0.097839584,-1,-0.357598978,NA,1,NA,NA,NA,NA,1,From birth,off diet,Soon after birth,-0.097839584,-0.094465805,-0.37037037,-0.37037037,-0.357598978,2.38831733,11,0.930232558,-0.344530577,2.393712844,-0.513752504,0.567883572,0,-1.933461435,0.905956427
272,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Moyle et al 2007,2007,WMS-III-Delayed recognition,NA,NA,Auditory recognition delayed (WMS III) -Score,NA,NA,99,11.8,12,-,NA,100,11.4,12,0.086194086,-1,-0.084694495,NA,1,NA,NA,NA,NA,1,From birth,off diet,Soon after birth,-0.086194086,-0.083221876,-0.087719298,-0.087719298,-0.084694495,0.172617216,11,0.930232558,-0.081599347,0.172919873,-0.513752504,0.567883572,0,-1.933461435,0.905956427
326,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Moyle et al 2007,2007,WMS-III Auditory Immediate Memory,NA,NA,Auditory Immediate Memory score (WMS III),NA,NA,106,5.4,12,-,NA,105,5.2,12,-0.188645669,-1,0.185676393,NA,1,NA,NA,NA,NA,1,Since birth,"cont treat, but off  diet",Soon after birth,0.188645669,0.182140646,0.192307692,0.192307692,0.185676393,0.173200197,11,0.930232558,0.178890877,0.174654831,-0.559505432,0.561840638,0,-1.964107027,0.845096163
383,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Nardecchia et al 2015,2015,Rey-Osterrieth CFT-recall,NA,NA,Recall  second assessment - % correct,NA,NA,44.64,37.18,14,-,NA,57.14,35.01,14,0.346152001,-1,-0.346641598,NA,1,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months,-0.346152001,-0.336069904,-0.357040845,-0.357040845,-0.346641598,0.15198617,13,0.941176471,-0.336038443,0.156329318,-0.902362853,0.83575546,0,-2.991751502,1.187025796
394,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Moyle et al 2007,2007,WMS-III Visual delayed,NA,NA,Visual Delayed  WMS III  - Score,NA,NA,95,13.9,12,-,NA,97,2.9,12,0.199194888,-1,-0.66587396,NA,1,NA,NA,NA,NA,1,From birth,off diet,Soon after birth,-0.199194888,-0.192326099,-0.689655172,-0.689655172,-0.66587396,1.997820055,11,0.930232558,-0.641539695,2.016527927,-0.902362853,0.83575546,0,-2.991751502,1.187025796
412,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Moyle et al 2007,2007,WMS-III Visual Immedjate Memory,NA,NA,Visual Immediate memory score(WMS III),NA,NA,94,19.4,12,-,NA,96,11.8,12,0.124562851,-1,-0.16364699,NA,1,NA,NA,NA,NA,1,From birth,cont treat,Soon after birth,-0.124562851,-0.12026758,-0.169491525,-0.169491525,-0.16364699,0.30857991,11,0.930232558,-0.157666535,0.309709853,-0.482574897,0.772464677,0,-2.413736589,1.448586794
424,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Nardecchia et al 2015,2015,Rey-Osterrieth CFT-copy,NA,NA,Rey Figure Test with copy at second assessment - N correct,NA,NA,77.86,28.6,14,-,NA,86.79,24.31,14,0.336450214,-1,-0.356639363,NA,1,NA,NA,NA,NA,3,Witihn 2 months,cont treat,Witihn 2 months,-0.336450214,-0.326650693,-0.367338544,-0.367338544,-0.356639363,0.170291646,13,0.941176471,-0.345730394,0.174888935,-0.603634741,0.719321033,0,-2.401937323,1.194667841
207,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Anderson et al 2002/2007,2002,Contingency Naming test,accuracy,accuracy,Errors,NA,NA,7.77,5.7,36,-,NA,3.52,3.96,69,NA,1,-1.065398511,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.918863781,-0.912156746,-1.073232323,-1.073232323,-1.065398511,0.072044279,68,0.988929889,-1.061351523,0.080327125,-0.514355554,0.502573004,0,-1.770788066,0.742076957
118,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Anderson et al 2002/2007,2002,Tower Puzzle,accuracy,accuracy,Number correct,NA,NA,9.94,1.68,36,-,-,10.41,1.2,69,NA,-1,-0.388807786,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.340102539,-0.337620039,-0.391666667,-0.391666667,-0.388807786,0.068937198,68,0.988929889,-0.387330873,0.070040325,-0.910729111,1.01160159,0,-3.439733086,1.618274863
209,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Anderson et al 2002/2007,2002,Contingency Naming test,speed,speed,Total time,NA,NA,160.4,44.4,36,-,-,133.41,30.66,69,NA,1,-0.873874517,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.75132233,-0.745838225,-0.880300065,-0.880300065,-0.873874517,0.072745867,68,0.988929889,-0.870555046,0.078318411,-0.514355554,0.502573004,0,-1.770788066,0.742076957
119,Children,EF-Reasoning and planning,EF-Reasoning and planning,ES_large,ES_large,ES_large,Anderson et al 2002/2007,2002,Tower Puzzle,speed,speed,Time,NA,NA,328.51,119.88,36,-,-,289.4,61.2,69,NA,1,-0.634387672,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.455997878,-0.452669426,-0.639052288,-0.639052288,-0.634387672,0.121075799,68,0.988929889,-0.631977908,0.124012534,-0.910729111,1.01160159,0,-3.439733086,1.618274863
261,Children,Divided attention,Divided attention,NA,NA,NA,Anderson et al 2002/2007,2008,Sky Search-Dual Task,NA,NA,speed + accuracy,NA,children have to look for a particular space ship among similar distractors on a large piece of paper; in the dual task condition they have to count the tone they hear at the same time.  Performance is measured with the time it taskes to complete the task.,125.12,38.48856973,33,-,-,91.62,38.48428251,34,NA,1,-0.860402402,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.870437503,-0.860355215,-0.870485243,-0.870485243,-0.860402402,0.059721547,33,0.977099237,-0.850550466,0.0706827,-0.614848693,0.333332645,0,-1.448180304,0.218482919
47,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Anderson et al 2003/2008,2008,Digit symbol coding,NA,NA,speed + accuracy,NA,The child is given a key in which digits are paired with simple shapes. The task is to draw each shape under its corresponding digit within a certain time limit - from WISC,7.78,2.872281323,33,-,-,10.48,2.915475947,34,0.9329779,-1,-0.915365421,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.932870802,-0.922065349,-0.92609236,-0.92609236,-0.915365421,0.058823529,33,0.977099237,-0.904884138,0.071229822,-0.704966472,0.850819706,0,-2.832015736,1.422082792
208,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Anderson et al 2002/2007,2002,Contingency Naming test,NA,NA,Self correction,NA,NA,3.84,3,36,-,-,2.66,2.1,69,NA,1,-0.557803267,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.482953632,-0.479428423,-0.561904762,-0.561904762,-0.557803267,0.071182096,68,0.988929889,-0.555684414,0.073452575,-0.514355554,0.502573004,0,-1.770788066,0.742076957
145,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Anderson et al 2002/2007,2008,Code Transmission,NA,NA,Number correct,NA,NA,35.21,4.595650117,33,-,-,35.94,4.664761516,34,NA,-1,-0.154679805,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.15763789,-0.155811969,-0.156492459,-0.156492459,-0.154679805,0.058823529,33,0.977099237,-0.152908662,0.059177788,-0.920352373,0.876086568,0,-3.110568793,1.269864047
139,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Anderson et al 2002/2007,2008,Digital Distraction,NA,NA,Number correct,"Children must count the number of beeps presented on audio tape while random numbers are intermittenly presented,",NA,3.56,1.723368794,33,-,-,4.61,1.749285568,34,NA,-1,-0.593292403,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.604638483,-0.597634948,-0.600245048,-0.600245048,-0.593292403,0.058823529,33,0.977099237,-0.586498978,0.064035364,-0.920352373,0.876086568,0,-3.110568793,1.269864047
278,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Anderson et al 2002/2007,2008,Word-list learning,NA,NA,Rey AVLT–total,NA,NA,41.49,8.61684397,33,-,-,48,8.746427842,34,NA,-1,-0.735682579,NA,1,11.18,3.4,10.29,3.1,NA,NA,NA,NA,-0.749751719,-0.741067336,-0.74430386,-0.74430386,-0.735682579,0.058823529,33,0.977099237,-0.727258733,0.066837246,-0.513752504,0.567883572,0,-1.933461435,0.905956427
