"Order","Age..group","Func_EF_flex_one","Function","ES_group","Study","Year","Task","speed.acc....all.speed.tasks.even.if.no.matched.with.accuracy.","speed.acc.matched","Condition.measure","More.information","X","X.1","x.","SD","N..obs","Current.Phe.Mean","SD.1","X.2","x..1","SD.2","N..obs.1","X.3","Cohen..s.D...not.revr","X.4","Coeff","Glass.delta","SD.glass","Include","X.5","x..2","SD.3","X.6","x..3","SD.4","Age.diet.starts","Age.diet.starts.1","Diet.termination","Age.diet.starts.2","X.7"
430,"Children","Visuo-spatial skills","Visuo-spatial skills","ES_large","Bisiacchi et al 2018",2018,"Street’s Completion Test","","","z score","Gestalt test; in this test objects made of black blotches representing parts of objects have to be recognized, therefore participants
have to group the parts into a recognizable object and name it;","","",-0.59,"0.9400",11,"743.1800",83.66,"",0,"0.6600",28,"","",NA,-1,"-0.88","",1,"-0.57","13.0","2.5","",11.8,"2.5","","","","",""
429,"Children","Visuo-spatial skills","Visuo-spatial skills","ES_large","Gassio et al 2005",2005,"Rey-Osterrieth CFT-copy","","","Copy ","","","",51,"8.0000",26,"489.0000",181,"",60,"10.0000",21,"","",NA,-1,"-0.88","",1,"","12.3","3.7","",11.8,"3.6","","","","",""
428,"Children","Visuo-spatial skills","Visuo-spatial skills","ES_large","Leuzzi et al 2004",2009,"Rey-Osterrieth CFT-copy","","","Copy","","","",28.53,"5.1700",14,"491.0000",149.2,"",34.23,"1.9600",14,"","",NA,-1,"-2.82","",1,"","10.8","1.25","",10.9,"1.3","","","","",""
414,"Children","Visuo-spatial skills","Visuo-spatial skills","ES_large","Smith et al 2000",2000,"Line bisection","","","","distance from midpoint","","",2.21,"0.5300",19,"777.2000",199.9,"",1.92,"0.5400",19,"","",NA,1,"-0.53","",1,"","9.4","2.9","",9.3,"2.9","","","","",""
NA,"","","","","",NA,"","","","","","","",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",0,"","","","",NA,"","","","","",""
NA,"","","","","",NA,"","","","","","","",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",0,"","","","",NA,"","","","","",""
1,"Adults","EF-Flexibility","EF-Flexibility-other","ES_medium","Muri et al 2022",2022,"Digit/symbol coding","","","Subtest of WAIS-IV","Residuals (USE?)","higher=better","*Residuals are the error terms after regressing out the confounding variable AGE",-5.2,"9.7000",30,"741.0000",265.1852,"IQR=358; based on normal distribution SD = IQR/1.35",4,"9.5000",54,"54","0.41",NA,-1,"-0.96","",0,"",NA,"","",NA,"","","","","",""
2,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Correct","","","",76.42,"10.6300",14,"491.0000",149.2,"",76.53,"14.8700",14,"","",NA,-1,"-0.01","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
3,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Errors","","","",31.71,"19.2900",14,"491.0000",149.2,"",17.15,"6.6400",14,"","",NA,1,"-2.13","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
4,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Perseverative responses","","","",20.92,"14.2200",14,"491.0000",149.2,"",9.3,"3.4200",14,"","",NA,1,"-3.30","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
5,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Nonperseverative Errors","","","",14,"11.7400",14,"491.0000",149.2,"",9.46,"5.9100",14,"","",NA,1,"-0.75","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
6,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Percentage of conceptual level responses","","","",64.35,"16.8100",14,"491.0000",149.2,"",76.3,"7.1100",14,"","",NA,-1,"-1.63","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
7,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Trials 1st category","","","",16.71,"9.7200",14,"491.0000",149.2,"",11.38,"2.1000",14,"","",NA,1,"-2.46","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
8,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Failure t o maintain set","","","",1.5,"1.8700",14,"491.0000",149.2,"",0.61,"1.0400",14,"","",NA,1,"-0.83","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
9,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Learning to learn","","","",3.46,"20.1200",14,"491.0000",149.2,"",2.99,"13.5700",14,"","",NA,1,"-0.03","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
10,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Leuzzi et al 2004",2004,"WCST","","","Trials","","","",108.14,"20.4700",14,"491.0000",149.2,"",93.69,"19.3700",14,"","",NA,-1,"0.72","",0,"","10.8","1.25","",10.9,"1.3","","","","",""
11,"Mixed-age","EF-Flexibility","EF-Flexibility-other","","Luciana et al 2001",2001,"WCST","","","Stage reached","","Set shifting task (analogous of WCST)","",8.1,"2.0000",18,NA,NA,"",8,"2.5000",16,"","",NA,-1,"0.04","0.10",0,"","17.88","2.74","",16.32,"2.92","","","","",""
12,"Mixed-age","EF-Flexibility","EF-Flexibility-other","","Luciana et al 2001",2001,"WCST","","","ID Errors","intra-dimention","Set shifting task (analogous of WCST)","",4.4,"7.9000",18,NA,NA,"",0.5,"0.8000",16,"","",NA,1,"-4.76","",0,"","17.88","2.74","",16.32,"2.92","","","","",""
13,"Mixed-age","EF-Flexibility","EF-Flexibility-other","","Luciana et al 2001",2001,"WCST","","","ID trials","intra-dimention","Set shifting task (analogous of WCST)","",10.5,"7.6000",18,NA,NA,"",7.3,"2.1000",16,"","",NA,1,"-1.49","0.86",0,"","17.88","2.74","",16.32,"2.92","","","","",""
14,"Mixed-age","EF-Flexibility","EF-Flexibility-other","","Luciana et al 2001",2001,"WCST","","","ED Errors","external dimention","Set shifting task (analogous of WCST)","",5.5,"7.9000",18,NA,NA,"",7.2,"9.6000",16,"","",NA,1,"0.17","0.10",0,"","17.88","2.74","",16.32,"2.92","","","","",""
15,"Mixed-age","EF-Flexibility","EF-Flexibility-other","","Luciana et al 2001",2001,"WCST","","","ED trials ","external dimention","Set shifting task (analogous of WCST)","",13.3,"10.6000",18,NA,NA,"",11.7,"6.5000",16,"","",NA,1,"-0.24","0.21",0,"","17.88","2.74","",16.32,"2.92","","","","",""
16,"Mixed-age","EF-Flexibility","EF-Flexibility-other","","Luciana et al 2001",2001,"WCST","","","Reversal Errors","","Set shifting task (analogous of WCST)","",5.75,"2.8000",18,NA,NA,"",8.2,"7.9000",16,"","",NA,1,"0.30","0.07",0,"","17.88","2.74","",16.32,"2.92","","","","",""
120,"Children","EF-Reasoning and planning","EF-Reasoning and planning","ES_large","Anderson et al 2002/2007",2002,"Tower Puzzle","","","Extra attempls","","","",7.84,"3.9600",36,"",NA,"",7.85,"2.8200",69,"","",NA,1,"0.00","",0,"","","","",NA,"","","","","",""
49,"Children","EF-Flexibility","EF-Flexibility-other","ES_small","Antshel & Waisbren 2003",2003,"Digit symbol coding","","","Errors","","The child is given a key in which digits are paired with simple shapes. The task is to draw each shape under its corresponding digit within a certain time limit - from WISC","",0.2,"0.1000",46,"490.3448",375.3257,"",0.1,"0.1000",18,"","-1.00",NA,1,"-0.99","",0,"","10.75","2.1","",13.1,"3.2","","","","",""
288,"Children","Verbal memory and learning","Verbal memory and learning","ES_medium","Antshel & Waisbren 2003",2003,"Word-list learning","","","CVLT -Semantic Cluster Ratio","","","",39.9,"7.4000",46,"490.3448",375.3257,"",51.4,"10.4000",18,"","",NA,-1,"-1.09","",0,"","10.75","2.1","",13.1,"3.2","","","","",""
79,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Banerjee et al 2011",2011,"Phonemic fluency","","","Clusters","","","",1.9,"1.2000",36,"508.5058",284.5211,"",2.2,"1.4000",41,"","",NA,-1,"-0.21","",0,"","12.2","3.9","",13.1,"3.2","","","","",""
80,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Banerjee et al 2011",2011,"Phonemic fluency","","","Switches","","","",5.2,"2.5000",36,"508.5058",284.5211,"",7,"2.6000",41,"","",NA,-1,"-0.69","",0,"","12.2","3.9","",13.1,"3.2","","","","",""
81,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Banerjee et al 2011",2011,"Phonemic fluency","","","Words in clusters","","","",3.9,"2.5000",36,"508.5058",284.5211,"",4.6,"2.7000",41,"","",NA,-1,"-0.26","",0,"","12.2","3.9","",13.1,"3.2","","","","",""
94,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Banerjee et al 2011",2011,"Semantic fluency","","","Clusters","","","",4.1,"1.8500",36,"508.5058",284.5211,"",4.45,"1.8500",41,"","",NA,-1,"-0.19","",0,"","12.2","3.9","",13.1,"3.2","","","","",""
95,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Banerjee et al 2011",2011,"Semantic fluency","","","Switches","","","",7.85,"2.6500",36,"508.5058",284.5211,"",8.9,"2.9000",41,"","",NA,-1,"-0.36","",0,"","12.2","3.9","",13.1,"3.2","","","","",""
96,"Children","EF-Flexibility","EF-Flexibility-verbal","ES_small","Banerjee et al 2011",2011,"Semantic fluency","","","Words in clusters","","","",11.95,"5.8500",36,"508.5058",284.5211,"",12.5,"5.8000",41,"","",NA,-1,"-0.09","",0,"","12.2","3.9","",13.1,"3.2","","","","",""
527,"Mixed-age","IQ","IQ","","Brunner and Berry 1987",1987,"WISC/WAIS","NoSD","","FSIQ","","","",97,"-",21,"1529.3200",NA,"",110.6,"-",7,NA,"",NA,-1,"-","",0,"","16.4","5.6","",13.4,"3.9","","","","",""
105,"Adults","EF-Reasoning and planning","EF-Reasoning and planning","ES_large","Channon et al 2005 on diet",2005,"Perceptual judgement Task","accuracy","accuracy"," Function matching -  % correct","Given a target object match it with one of two objects presented below","","",97.4,"3.8500",25,"758.7900",NA,"",98.8,"2.1800",25,"","0.45",NA,-1,"-0.63","",0,"","questionable as a reasoning task","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
106,"Adults","EF-Reasoning and planning","EF-Reasoning and planning","ES_large","Channon et al 2005 on diet",2005,"Perceptual judgement Task","speed","speed"," Function matching - Speed per item","Given a target object match it with one of two objects presented below","","",1.13,"0.3400",25,"758.7900",NA,"",1.02,"0.3300",25,"","-0.33",NA,1,"-0.33","",0,"","questionable as a reasoning task","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
107,"Adults","EF-Reasoning and planning","EF-Reasoning and planning","ES_large","Channon et al 2007 off diet",2007,"Perceptual judgement Task","speed","speed","Function matching - Speed per item ","A single object displayed and ppts were required to match it to one of two objects","","",0.98,"0.2400",25,"1285.6800",NA,"",1,"32.0000",45,"","0.00",NA,1,"0.00","",0,"","questionable as a reasoning task","","",NA,"","2","Within 1 month","off diet","Within 1 month",""
108,"Adults","EF-Reasoning and planning","EF-Reasoning and planning","ES_large","Channon et al 2007 off diet",2007,"Perceptual judgement Task","accuracy","accuracy","Function matching;  -  % correct","A single object displayed and ppts were required to match it to one of two objects","","",97,"5.9500",25,"1285.6800",NA,"",98,"2.6100",45,"","0.22",NA,-1,"-0.38","",0,"","questionable as a reasoning task","","",NA,"","2","Within 1 month","off diet","Within 1 month",""
252,"Children","EF-Inhibitory control-baseline; Language accuracy","EF-Inhibitory control-baseline; Language accuracy","ES_small","Christ et al 2006",2006,"Stroop-baseline-accuracy","accuracy","accuracy","Errors","","","",1.1,"2.0000",26,"423.8000",339,"",1,"1.6000",25,"","",NA,1,"-0.06","",0,"","","","",NA,"","","","","",""
251,"Children","EF-Inhibitory control-baseline; Language speed","EF-Inhibitory control-baseline; Language speed","ES_large","Christ et al 2006",2006,"Stroop-baseline-speed","speed","speed","Speed","","","",811,"173.0000",26,"423.8000",339,"",817,"207.0000",25,"","",NA,1,"0.03","",0,"","","","",NA,"","","","","",""
144,"Children","EF-Sustained attention","EF-Sustained attention","ES_medium","Duarte et al 2023",2023,"Auditory attention (selective attention)","","","raw scores","","The developmental neuropsychological battery (NEPSY-II); subtests of the Attention and executive functions domains","Duarte not included because group includes PKU patients with lower Phe around 900 rather than > 1200",29.3,"1.7900",27,"",NA,"",30,"0.6000",28,"","",NA,-1,"-1.13","",0,"","11.1","2.98","",9.82,"2.13","","","","",""
146,"Children","EF-Sustained attention","EF-Sustained attention","ES_medium","Gassio et al 2005",2005,"Conner's Continuous Performance Test","","","CPT - Omissions","","click when see/hear '2' do not click when you see/hear '1'","",56,"11.0000",26,"489.0000",181,"",53,"8.0000",21,"","",NA,-1,"0.37","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
147,"Children","EF-Sustained attention","EF-Sustained attention","ES_medium","Gassio et al 2005",2005,"Conner's Continuous Performance Test","","","CPT - Commissions","","click when see/hear '2' do not click when you see/hear '1'","",51,"10.0000",26,"489.0000",181,"",43,"9.0000",21,"","",NA,1,"-0.87","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
148,"Children","EF-Sustained attention","EF-Sustained attention","ES_medium","Gassio et al 2005",2005,"Conner's Continuous Performance Test","","","CPT - Variability","","click when see/hear '2' do not click when you see/hear '1'","",56,"11.0000",26,"489.0000",181,"",50,"11.0000",21,"","",NA,1,"-0.54","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
149,"Children","EF-Sustained attention","EF-Sustained attention","ES_medium","Gassio et al 2005",2005,"Conner's Continuous Performance Test","","","Hit - SE","RT","click when see/hear '2' do not click when you see/hear '1'","",60,"11.0000",26,"489.0000",181,"",54,"12.0000",21,"","",NA,1,"-0.49","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
150,"Children","EF-Sustained attention","EF-Sustained attention","ES_medium","Gassio et al 2005",2005,"Conner's Continuous Performance Test","","","Hit - Block Change","RT","click when see/hear '2' do not click when you see/hear '1'","",53,"10.0000",26,"489.0000",181,"",54,"12.0000",21,"","",NA,1,"0.08","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
151,"Children","EF-Sustained attention","EF-Sustained attention","ES_medium","Gassio et al 2005",2005,"Conner's Continuous Performance Test","","","Hit - Block Change","SE","click when see/hear '2' do not click when you see/hear '1'","",53,"11.0000",26,"489.0000",181,"",49,"9.0000",21,"","",NA,1,"-0.44","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
253,"Children","EF-Inhibitory control-baseline; Language speed","EF-Inhibitory control-baseline; Language speed","ES_large","Gassio et al 2005",2005,"Stroop-baseline-speed","speed","","T score -colour reading","","","",45,"8.0000",26,"489.0000",181,"",50,"6.0000",21,"","",NA,-1,"-0.82","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
254,"Children","EF-Inhibitory control-baseline; Language speed","EF-Inhibitory control-baseline; Language speed","ES_large","Gassio et al 2005",2005,"Stroop-baseline-speed","speed","","T score-color naming","","","",40,"9.0000",26,"489.0000",181,"",45,"6.0000",21,"","",NA,-1,"-0.82","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
298,"Children","Verbal memory and learning ","Verbal memory and learning ","ES_medium","Gassio et al 2005",2005,"Word-list learning","","","Children Auditory Verbal learning test -1st trial","","","",49,"10.0000",26,"489.0000",181,"",53,"9.0000",21,"","",NA,-1,"-0.44","",0,"","12.3","3.7","",11.8,"3.6","","","","",""
129,"Mixed-age","EF-Reasoning and planning","EF-Reasoning and planning","","Luciana et al 2001",2001,"Tower Puzzle","","","","Minimum move solutions","","",7.8,"1.8000",18,NA,NA,"",8.7,"1.6000",16,"","",NA,-1,"-0.55","0.14",0,"","17.88","","",16.3,"","","","","",""
130,"Mixed-age","EF-Reasoning and planning","EF-Reasoning and planning","","Luciana et al 2001",2001,"Tower Puzzle","","","3-move problems","N of move to complete","","",3.2,"0.4000",18,NA,NA,"",3,"0.1000",16,"","",NA,1,"-1.95","1.08",0,"","17.88","","",16.3,"","","","","",""
131,"Mixed-age","EF-Reasoning and planning","EF-Reasoning and planning","","Luciana et al 2001",2001,"Tower Puzzle","","","4-move problems","N of move to complete","","",5.7,"1.2000",18,NA,NA,"",5.4,"0.9000",16,"","",NA,1,"-0.33","0.16",0,"","17.88","","",16.3,"","","","","",""
132,"Mixed-age","EF-Reasoning and planning","EF-Reasoning and planning","","Luciana et al 2001",2001,"Tower Puzzle","","","5-move problems","N of move to complete","","",7.3,"1.9000",18,NA,NA,"",6.8,"1.3600",16,"","",NA,1,"-0.36","0.18",0,"","17.88","","",16.3,"","","","","",""
134,"Mixed-age","EF-Reasoning and planning","EF-Reasoning and planning","","Luciana et al 2001",2001,"Tower Puzzle","","","3-move problems","Planning time","","",5911.9,"4383.0000",18,NA,NA,"",6455.2,"5079.9000",16,"","",NA,1,"0.10","0.10",0,"","17.88","","",16.3,"","","","","",""
135,"Mixed-age","EF-Reasoning and planning","EF-Reasoning and planning","","Luciana et al 2001",2001,"Tower Puzzle","","","4-move problems","Planning time","","",9535.7,"6772.7000",18,NA,NA,"",8784.1,"6901.1000",16,"","",NA,1,"-0.11","0.12",0,"","17.88","","",16.3,"","","","","",""
136,"Mixed-age","EF-Reasoning and planning","EF-Reasoning and planning","","Luciana et al 2001",2001,"Tower Puzzle","","","5-move problems","Planning time","","",8895,"5755.9000",18,NA,NA,"",12552.7,"13248.5000",16,"","",NA,1,"0.27","0.08",0,"","17.88","","",16.3,"","","","","",""
349,"Adults","Language accuracy","Language accuracy","ES_small","Luna at al 2023",2023,"Comprehension","","","Subtest from WAIS-IV Spanish version","","","",22.5,"5.5400",20,"585.7500",419.73,"",24.95,"4.3800",20,NA,"",NA,-1,"-0.55","",0,"Not all early treated",NA,"","",NA,"","","","","",""
307,"Adults","Verbal STM/WM","Verbal STM/WM","ES_medium","Luna at al 2023",2023,"Digit span–backwards","","","Score",""" Note: raw scores are shown ""","","Don't think this is raw score(span),looks high, but can't find out how this score was calculated",7.85,"2.3500",20,"585.7500",419.73,"",9.15,"1.9500",20,NA,"0.28",NA,-1,"-0.65","",0,"Not all early treated",NA,"","",NA,"","","","","",""
300,"Adults","Verbal STM/WM","Verbal STM/WM","ES_medium","Luna at al 2023",2023,"Digit span-forward","","","","","Subtests from WAIS-IV Spanish version","",7.6,"2.3700",20,"585.7500",419.73,"",10.3,"2.6400",20,NA,"0.47",NA,-1,"-1","",0,"Not all early treated",NA,"","",NA,"","","","","",""
21,"Adults","EF-Flexibility","EF-Flexibility-other","ES_medium","Luna at al 2023",2023,"Digit/symbol coding","","","Processing speed","Spanish version","","",50.3,"12.5800",20,"585.7500",419.73,"",59.8,"4.6100",20,NA,"0.4",NA,-1,"-2.02","",0,"Not all early treated",NA,"","",NA,"","","","","",""
413,"Adults","Visuo-spatial skills","Visuo-spatial skills","ES_small","Luna at al 2023",2023,"Incomplete figures subtest","","","Score","","WAIS-IV Spanish version","",10.6,"4.9000",20,"585.7500",419.73,"",12.85,"3.9900",20,NA,"",NA,-1,"-0.55","",0,"Not all early treated",NA,"","",NA,"","","","","",""
350,"Adults","Language accuracy","Language accuracy","ES_small","Luna at al 2023",2023,"Information","","","Subtest from WAIS-IV Spanish version","","","",10.85,"5.8200",20,"585.7500",419.73,"",12.25,"4.5400",20,NA,"",NA,-1,"-0.30","",0,"Not all early treated",NA,"","",NA,"","","","","",""
104,"Adults","EF-Reasoning and planning","EF-Reasoning and planning","ES_large","Luna at al 2023",2023,"Matrix reasoning subtest ","","","Score","","WAIS-IV Spanish version","",17.4,"5.8200",20,"585.7500",419.73,"",18.35,"4.5000",20,NA,"",NA,-1,"-0.21","",0,"Not all early treated",NA,"","",NA,"","","","","",""
83,"Adults","EF-Flexibility","EF-Flexibility-verbal","ES_medium","Luna at al 2023",2023,"Phonemic fluency ","","","Letter fluency - N correct","F,A,S","from Controlled Oral Word Association Test (COWAT)","",38.65,"12.8100",20,"585.7500",419.73,"",45.1,"7.9900",20,NA,"0.28",NA,-1,"-0.6","",0,"Not all early treated",NA,"","",NA,"","","","","",""
416,"Adults","Visuo-spatial skills","Visuo-spatial skills","ES_small","Luna at al 2023",2023,"Puzzles subtest","","","Score","","WAIS-IV Spanish version","",15.45,"6.6500",20,"585.7500",419.73,"",17.75,"4.6500",20,NA,"",NA,-1,"-0.48","",0,"Not all early treated",NA,"","",NA,"","","","","",""
422,"Adults","Visuo-spatial skills","Visuo-spatial skills","ES_small","Luna at al 2023",2023,"Rey-Osterrieth CFT-copy","accuracy","accuracy","Copy accuracy","","Spanish version","",29.5,"4.7400",20,"585.7500",419.73,"",34.2,"1.8800",20,NA,"",NA,-1,"-2.45","",0,"Not all early treated",NA,"","",NA,"","","","","",""
423,"Adults","Visuo-spatial skills","Visuo-spatial skills","ES_small","Luna at al 2023",2023,"Rey-Osterrieth CFT-copy","speed","speed","Copy time","","Spanish version","",3.35,"1.7700",20,"585.7500",419.73,"",2.77,"1.6400",20,NA,"",NA,1,"-0.35","",0,"Not all early treated",NA,"","",NA,"","","","","",""
99,"Adults","EF-Flexibility","EF-Flexibility-verbal","ES_medium","Luna at al 2023",2023,"Semantic fluency ","","","Semantic fluency - N correct","ANIMALS","from Controlled Oral Word Association Test (COWAT)","",23.1,"6.1400",20,"585.7500",419.73,"",26.25,"3.7400",20,NA,"0.29",NA,-1,"-0.83","",0,"Not all early treated",NA,"","",NA,"","","","","",""
342,"Adults","Higher Language Skills","Higher Language Skills","","Luna at al 2023",2023,"Similarities ","","","Subtest from WAIS-IV Spanish version","","","",20.75,"5.2300",20,"585.7500",419.73,"",23.95,"5.7200",20,NA,"",NA,-1,"-0.55","",0,"Not all early treated",NA,"","",NA,"","","","","",""
181,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Luna at al 2023",2023,"Stroop CW-INTERFERENCE","","","Interference","""Note: raw scores are shown"" ?","t-score?","lower score = greater difficulty?",5.01,"10.8000",20,"585.7500",419.73,"",11.28,"8.8000",20,NA,"0.3",NA,-1,"-0.7","",0,"Not all early treated","11.2","3.1","",11.3,"3.4","","","","",""
182,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Luna at al 2023",2023,"Stroop CW-INTERFERENCE","","","Accuracy ","""Note: raw scores are shown"" ?","t-score?","40 or less considered low, above 40 normal? ",43.1,"11.1100",20,"585.7500",419.73,"",52,"11.8900",20,NA,"0.36",NA,-1,"-0.73","",0,"Not all early treated","11.2","3.1","",11.3,"3.4","","","","",""
393,"Adults","Visual learning LTM","Visual learning LTM","ES_medium","Luna at al 2023",2023,"Visual memory (ROCF)","","","Recall - raw score","3 min delay","Subtests from WAIS-IV Spanish version","",21.2,"7.1300",20,"585.7500",419.73,"",25.85,"4.6100",20,NA,"0.36",NA,-1,"-0.99","",0,"Not all early treated",NA,"","",NA,"","","","","",""
343,"Adults","Higher Language Skills","Higher Language Skills","","Luna at al 2023",2023,"Vocabulary","","","Subtest from WAIS-IV Spanish version","","","",33.65,"10.6300",20,"585.7500",419.73,"",37.8,"7.5500",20,NA,"",NA,-1,"-0.54","",0,"Not all early treated",NA,"","",NA,"","","","","",""
464,"Adults","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Muri et al 2022",2022,"Alertness (TAP subtests)","","","Test of Attentional Performance (TAP)","Residuals (USE?)","(lower = better)","*Residuals are the error terms after regressing out the confounding variable AGE",3.2,"37.4000",30,"741.0000",265.1852,"IQR=358",-0.8,"32.7000",54,NA,"-0.11",NA,1,"-0.12","",0,"",NA,"","",NA,"","","","","",""
186,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Muri et al 2022",2022,"Colour-word interference test condition 3 (inhibition?)","","","Residuals (USE?)","","(lower = better)","Delis‚Äì Kaplan Executive Function System (D-KEFS)",0.1,"13.7000",30,"741.0000",265.1852,"IQR=358",-0.7,"11.5000",54,"54","-0.15",NA,1,"-0.07","",0,"","10.75","7.1","",13.1,"3.2","","","","",""
187,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Muri et al 2022",2022,"Colour-word interference test condition 4 (inhibition/switching)","","","Residuals (USE?)","","(lower = better)","Delis‚Äì Kaplan Executive Function System (D-KEFS)",6.4,"10.2000",30,"741.0000",265.1852,"IQR=358",-2.3,"11.8000",54,"54","-0.45",NA,1,"-0.73","",0,"",NA,"","",NA,"Last is the inhibition/switching trial, in which the patient is presented with a page containing the words ‚Äúred,‚Äù ‚Äúgreen,‚Äù and ‚Äúblue‚Äù written in red, green, or blue ink. Half of these words are enclosed within boxes. The patient is asked to say the color of the ink in which each word is printed (as in the third trial), but to read the word aloud (and not name the ink color) when a word appears inside a box, as quickly as he/she can without making mistakes.","","","","",""
260,"Adults","Divided attention","Divided attention","","Muri et al 2022",2023,"Divided attention (TAP subtests)","","","Test of Attentional Performance (TAP)","Residuals (USE?)","(lower = better)","*Residuals are the error terms after regressing out the confounding variable AGE",-0.05,"1.9000",30,"741.0000",265.1852,"IQR=358",-0.6,"2.1000",54,NA,"-0.27",NA,1,"-0.26","",0,"",NA,"","",NA,"","","","","",""
167,"Adults","EF-Sustained attention","EF-Sustained attention","ES_large","Muri et al 2022",2023,"Sustained attention (TAP subtests)","","","Test of Attentional Performance (TAP)","Residuals (USE?)","(lower = better)","*Residuals are the error terms after regressing out the confounding variable AGE",28.5,"48.8000",30,"741.0000",265.1852,"IQR=358",-9.4,"50.4000",54,NA,"-0.76",NA,1,"-0.75","",0,"",NA,"","",NA,"","","","","",""
193,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Stroop-INTERFERENCE","accuracy","accuracy","Incongruent condition Errors","Naming the colour of words spelling a different colour","","",0.63,"1.0700",37,"720.0000",NA,"",0.8,"1.0000",30,"","#REF!",NA,1,"-0.16","",0,"replicate results","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
194,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Stroop-INTERFERENCE","speed","speed","Incongruent  condition RT","Naming the colour of words spelling a different colour","","",876.73,"206.0500",37,"720.0000",NA,"",730.02,"130.3300",30,"","-0.85",NA,1,"0.70","",0,"replicate results","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
235,"Adults","EF-Inhibitory control-baseline","EF-Inhibitory control-baseline","ES_small","Sundermann et al 2011-Gr1",2011,"STROOP baseline","accuracy","accuracy","Placebo 1st session - neutral errors "," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",2,"",9,"1140.0000",310,"",0,"",15,"","#DIV/0!",NA,1,"","",0,"","","","",NA,"","1","Since birth","till  adolescence","Soon after birth",""
195,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Sundermann et al 2011-Gr1",2011,"Stroop DIFFERENCE","accuracy","accuracy","Placebo 2nd session - difference neutral-incongruent Errors"," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",2,"",9,"1140.0000",310,"",0,"",15,"","#DIV/0!",NA,1,"","",0,"","","","",NA,"","1","Since birth","till  adolescence","Soon after birth",""
